sale_id,date,product_id,region_id,quantity,unit_price_toman,discount_percent,total_price_toman
S002339,2025-09-08,P005,R004,39,49180,3,1860479
S002340,2025-11-29,P009,R001,59,64275,2,3716380
S002341,2025-10-23,P018,R003,162,59943,5,9225228
S002342,2025-12-02,P010,R004,146,85140,2,12181831
S002343,2026-03-26,P005,R007,224,47481,15,9040382
S002344,2026-05-13,P005,R006,5,49378,2,241952
S002345,2026-04-23,P003,R007,229,59167,12,11923334
S002346,2025-12-01,P009,R003,310,61528,15,16212628
S002347,2025-11-24,P009,R007,226,65374,8,13592562
S002348,2025-12-27,P007,R005,309,62247,10,17310891
S002349,2026-02-01,P019,R011,34,92579,5,2990302
S002350,2026-04-15,P017,R003,180,73233,8,12127385
S002351,2026-07-17,P005,R002,231,46703,15,9170134
S002352,2026-04-13,P013,R003,82,54644,5,4256768
S002353,2026-01-13,P018,R007,67,60164,7,3748819
S002354,2026-02-21,P007,R003,59,59913,3,3428821
S002355,2025-12-09,P017,R008,42,70031,2,2882476
S002356,2026-06-09,P013,R011,165,51115,10,7590578
S002357,2025-09-14,P013,R009,19,54577,2,1016224
S002358,2026-01-12,P005,R009,64,51640,2,3238861
S002359,2026-02-09,P019,R001,66,102550,3,6565251
S002360,2026-02-15,P012,R003,125,80356,5,9542275
S002361,2026-03-03,P017,R002,215,71473,10,13830026
S002362,2026-08-13,P003,R014,198,60677,5,11413344
S002363,2025-12-03,P017,R004,14,70343,5,935562
S002364,2026-06-17,P009,R002,107,62937,8,6195518
S002365,2026-04-18,P006,R001,109,86806,2,9272617
S002366,2026-01-15,P010,R003,210,78557,8,15177212
S002367,2025-12-21,P013,R009,19,51885,3,956241
S002368,2026-07-18,P013,R001,60,50751,3,2953708
S002369,2026-01-14,P007,R001,11,59562,2,642078
S002370,2026-02-01,P009,R006,31,64339,2,1954619
S002371,2026-06-26,P007,R007,40,60469,5,2297822
S002372,2026-08-05,P005,R007,78,48793,7,3539444
S002373,2026-04-28,P015,R003,94,212753,3,19398819
S002374,2026-03-11,P011,R002,98,142896,5,13303618
S002375,2025-11-02,P018,R002,193,61455,8,10911950
S002376,2025-12-18,P011,R005,31,142034,7,4094840
S002377,2026-07-29,P004,R012,14,142086,0,1989204
S002378,2026-08-07,P009,R001,44,64648,2,2787622
S002379,2025-11-22,P008,R001,45,76528,5,3271572
S002380,2025-09-08,P008,R004,81,76296,5,5870977
S002381,2026-06-02,P006,R002,221,90652,10,18030683
S002382,2025-10-06,P018,R015,79,61853,10,4397748
S002383,2025-10-18,P005,R004,59,50654,7,2779385
S002384,2025-12-03,P003,R003,320,60513,10,17427744
S002385,2025-10-12,P003,R006,32,59856,0,1915392
S002386,2025-08-28,P009,R004,75,65159,7,4544840
S002387,2026-03-31,P012,R006,13,86676,5,1070449
S002388,2025-11-21,P007,R005,237,59421,10,12674499
S002389,2025-12-29,P017,R001,36,77344,5,2645165
S002390,2026-07-15,P017,R002,357,74588,10,23965124
S002391,2026-08-20,P009,R013,192,63587,10,10987834
S002392,2026-07-28,P004,R009,17,151050,3,2490814
S002393,2026-06-30,P018,R006,14,60583,5,805754
S002394,2026-02-17,P005,R005,103,48856,8,4629595
S002395,2026-06-22,P008,R010,9,74759,0,672831
S002396,2025-09-13,P005,R002,278,51536,8,13180847
S002397,2026-04-05,P006,R003,60,86211,3,5017480
S002398,2026-07-09,P003,R002,31,56901,7,1640456
S002399,2026-01-22,P007,R009,100,61181,2,5995738
S002400,2025-12-11,P017,R002,162,75041,10,10940978
S002401,2026-04-19,P007,R001,74,57342,7,3946276
S002402,2026-08-20,P008,R001,76,70196,5,5068151
S002403,2026-06-22,P016,R008,41,124137,0,5089617
S002404,2025-11-01,P016,R011,189,128812,5,23128195
S002405,2026-06-02,P010,R009,70,78590,2,5391274
S002406,2026-07-26,P018,R004,60,57693,7,3219269
S002407,2026-04-07,P020,R011,250,66694,10,15006150
S002408,2026-07-04,P012,R003,110,86882,8,"8,792,458"
S002409,2026-02-21,P008,R001,25,71904,7,1671768
S002410,2026-04-22,P006,R013,67,82475,5,5249534
S002411,2025-08-28,P006,R001,47,87495,2,4030020
S002412,2026-08-21,P006,R008,14,82676,0,1157464
S002413,2026-03-23,P008,R014,49,76340,7,3478814
S002414,2026-01-08,P020,R008,3,60225,3,175255
S002415,2025-12-14,P013,R015,129,53874,5,6602259
S002416,2026-05-12,P007,R002,142,57942,5,7816376
S002417,2026-02-19,P011,R009,67,145280,7,9052397
S002418,2026-08-20,P002,R015,53,108097,7,5328101
S002419,2026-07-04,P003,R011,102,56874,8,5337056
S002420,2026-03-10,P012,R010,16,84898,3,1317617
S002421,2025-09-04,P020,R007,107,64236,10,6185927
S002422,2026-04-26,P010,R003,190,84960,5,15335280
S002423,2026-07-04,P014,R001,80,68418,5,5199768
S002424,2026-01-04,P003,R003,131,61317,10,7229274
S002425,2026-08-23,P004,R002,217,156221,10,30509961
S002426,2026-05-22,P003,R001,60,59121,3,3440842
S002427,2026-07-20,P011,R013,48,136828,5,6239357
S002428,2026-06-21,P008,R005,74,76472,7,5262803
S002429,2026-03-07,P004,R006,36,153498,0,5525928
S002430,2026-04-11,P004,R006,22,155687,2,3356612
S002431,2026-03-16,P014,R011,108,67506,10,6561583
S002432,2025-09-08,P018,R013,305,58903,12,15809565
S002433,2026-08-17,P012,R003,204,81571,8,15309245
S002434,2025-10-08,P001,R008,26,183751,2,4681975
S002435,2026-05-27,P009,R012,27,62492,2,1653538
S002436,2026-05-03,P008,R010,10,72292,3,701232
S002437,2025-09-04,P001,R007,243,182118,12,38944113
S002438,2026-06-10,P003,R001,62,56693,3,3409517
S002439,2026-04-26,P013,R005,68,53452,7,3380304
S002440,2025-09-16,P004,R001,39,149696,2,5721381
S002441,2026-05-07,P020,R003,82,66544,5,5183778
S002442,2026-03-21,P007,R006,9,60325,5,515779
S002443,2026-01-07,P020,R011,201,62789,8,11610942
S002444,2026-03-10,P005,R006,20,48651,0,973020
S002445,2025-12-29,P010,R015,270,82983,7,20837031
S002446,2025-11-20,P001,R006,13,189398,0,2462174
S002447,2025-11-01,P017,R006,36,71506,3,2496990
S002448,2025-12-05, P002 ,R013,247,106410,15,22340780
S002449,2025-12-30,P018,R002,285,63286,10,16232859
S002450,2025-11-13,P011,R001,25,139492,5,3312935
S002451,2026-04-29,P001,R001,30,183773,5,5237530
S002452,2026-02-16,P003,R001,94,58374,5,5212798
S002453,2026-07-03,P007,R003,269,58325,8,14434271
S002454,2025-11-05,P020,R001,72,61596,3,4301865
S002455,2025-10-30,P016,R009,30,127677,3,3715401
S002456,2025-11-06,P003,R005,47,58166,5,2597112
S002457,2025-09-03,P017,R006,7,72494,2,497309
S002458,2025-10-24,P010,R007,63,80740,7,4730557
S002459,2025-12-07,P003,R002,394,59490,15,19923201
S002460,2026-02-01,P004,R001,56,141288,7,7358279
S002461,2025-11-01,P011,R007,266,144996,8,35483421
S002462,2025-12-03,P009,R005,216,65752,15,12072067
S002463,2026-05-22,P017,R011,88,73848,3,6303665
S002464,2026-03-23,P013,R003,197,51627,10,9153467
S002465,2026-06-01,P009,R001,36,61727,3,2155507
S002466,2025-09-30,P015,R013,79,211312,5,15858966
S002467,2026-03-13,P007,R001,19,,3,1124046
S002468,2025-10-13,P005,R005,177,50925,7,8382764
S002469,2025-12-20,P015,R008,8,215859,0,1726872
S002470,2025-11-06,P011,R005,236,135258,15,27132755
S002471,2026-02-26,P008,R009,104,72771,5,7189775
S002472,2026-02-06,P020,R015,99,62354,10,5555741
S002473,2026-04-29,P013,R010,16,55994,5,851109
S002474,2026-07-02,P009,R010,5,65075,3,315614
S002475,2025-09-24,P009,R004,61,63762,7,3617218
S002476,2026-08-05,P007,R005,260,58547,15,12938887
S002477,2025-12-23,P020,R004,47,63712,5,2844741
S002478,2026-02-26,P017,R011,175,73125,8,11773125
S002479,2025-11-24,P003,R002,206,60016,15,10508802
S002480,2026-07-29,P001,R011,156,199762,5,29604728
S002481,2026-02-23,P005,R004,15,51620,7,720099
S002482,2025-11-02,P018,R014,111,59899,7,6183374
S002483,2025-09-09,P014,R005,153,69289,5,10071156
S002484,2025-11-09,P013,R009,97,53851,7,4857899
S002485,2025-10-12,P006,R006,10,84977,0,849770
S002486,2025-12-08,P019,R003,228,102473,8,21494736
S002487,2026-03-17,P010,R002,183,81709,5,14205110
S002488,2025-10-14,P020,R008,20,65656,0,1313120
S002489,2026-06-10,P020,R005,96,65879,3,6134652
S002490,2026-02-06,P017,R002,259,74058,15,16303869
S002491,2025-12-26,P008,R007,86,71957,7,5755121
S002492,2026-02-26,P005,R005,92,49947,5,4365368
S002493,2026-05-02,P017,R006,16,71173,3,1104605
S002494,2025-09-04,P013,R003,172,53189,7,8508112
S002495,2025-09-29,P020,R001,64,64622,2,4053092
S002496,2025-12-29,P020,R012,10,62151,0,621510
S002497,2026-07-12,P017,R006,32,70025,3,2173576
S002498,2026-07-28,P005,R001,94,49214,2,4533594
S002499,2026-08-16,P018,R007,66,62181,5,3898749
S002500,2025-12-13,P006,R005,391,85073,15,28274012
S002501,2026-08-18,P012,R001,63,81367,2,5023599
S002502,2026-08-19,P018,R007,56,60233,3,3271857
S002503,2025-12-23,P003,R001,121,60142,7,6767779
S002504,2025-10-24,P017,R002,269,70021,10,16952084
S002505,2026-08-08,P014,R001,75,63869,2,4694372
S002506,2026-04-08,P007,R012,43,60388,5,2466850
S002507,2026-02-27,P008,R009,85,70050,7,5537452
S002508,2025-08-26,P009,R011,42,63103,3,2570816
S002509,2026-02-11,P004,R003,173,148807,10,23169250
S002510,2026-04-19,P013,R001,51,53073,7,2517252
S002511,2026-07-03,P017,R015,78,69945,10,4910139
S002512,2026-01-27,P016,R011,116,129942,8,13867410
S002513,2026-01-26,P018,R007,268,62923,10,15177028
S002514,2026-02-24,P015,R001,59,206118,2,11917743
S002515,2025-12-11,P007,R001,117,57707,5,6414133
S002516,2026-06-29,P005,R004,50,51494,2,2523206
S002517,2026-05-20,P012,R012,36,80822,2,2851400
S002518,2026-06-11,P013,R005,167,55074,5,8737490
S002519,2026-07-23,P020,R004,73,60593,3,4290590
S002520,2026-07-31,P013,R009,93,52471,7,4538217
S002521,2025-12-27,P015,R013,117,215459,7,23444094
S002522,2026-05-07,P004,R003,236,150898,10,32050735
S002523,2025-11-14,P007,R015,112,60974,5,6487634
S002524,2026-03-21,P017,R004,41,76545,5,2981428
S002525,2026-01-03,P015,R007,194,224988,10,39282905
S002526,2025-11-28,P019,R001,17,102060,3,1682969
S002527,2025-09-21,P013,R006,19,54946,2,1023095
S002528,2026-06-24,P013,R012,42,54410,3,2216663
S002529,2025-12-04,P016,R010,10,130008,0,1300080
S002530,2026-08-13,P017,R001,107,70074,7,6973064
S002531,2026-05-06,P005,R001,52,50500,7,2442180
S002532,2026-01-14,P020,R015,114,65673,3,7262120
S002533,2025-10-12,P018,R007,150,57487,7,8019436
S002534,2026-05-13,P020,R012,41,60780,3,2417221
S002535,2026-04-02,P007,R002,248,60195,10,13435524
S002536,2025-11-20,P018,R003,232,59224,15,11678973
S002537,2026-06-15,P003,R005,83,59989,5,4730133
S002538,2026-05-17,P013,R007,192,51485,10,8896608
S002539,2025-12-30,P018,R003,75,63517,7,4430311
S002540,2025-12-15,P020,R003,74,65812,5,4626584
S002541,2026-06-02,P019,R006,34,97751,5,3157357
S002542,2025-08-24,P010,R002,151,82984,5,11904055
S002543,2025-12-29,P010,R001,70,83423,7,5430837
S002544,2026-02-28,P010,R002,84,76751,5,6124730
S002545,2025-12-04,P009,R004,111,64567,2,7023598
S002546,2025-09-15,P015,R014,77,211198,3,15774379
S002547,2025-11-22,P009,R001,20,64527,2,1264729
S002548,2026-03-08,P003,R003,285,58370,15,14140132
S002549,2026-06-24,P009,R011,117,63575,7,6917596
S002550,2026-07-26,P015,R002,117,207966,5,23115421
S002551,2025-10-30,P010,R015,229,76794,7,16354818
S002552,2026-07-23,P004,R001,40,147171,2,5769103
S002553,2025-10-01,P003,R006,14,58823,0,823522
S002554,2025-11-06,P016,R001,23,125643,3,2803095
S002555,2025-10-30,P005,R001,14,49802,2,683283
S002556,2026-06-29,P003,R005,121,57714,7,6494556
S002557,2025-12-26,P011,R001,45,134724,7,5638199
S002558,2026-04-26,P007,R001,76,60148,7,4251261
S002559,2026-06-07,P005,R004,38,50413,5,1819909
S002560,2025-11-21,P016,R004,43,130008,5,5310827
S002561,2025-10-27,P010,R003,70,79964,5,5317606
S002562,2025-12-28,P007,R002,224,57831,8,11917812
S002563,2026-04-04,P009,R002,217,63073,12,12044420
S002564,2025-10-21,P018,R014,222,58744,10,11737051
S002565,2026-03-13,P014,R004,96,69401,3,6462621
S002566,2025-10-19,P005,R009,62,48132,5,2834975
S002567,2026-02-09,P005,R007,271,49448,10,12060367
S002568,2025-12-15,P005,R004,73,50091,2,3583510
S002569,2026-01-14,P003,R001,75,60190,2,4423965
S002570,2026-01-15,P008,R014,71,73921,3,5090939
S002571,2026-05-02,P003,R005,134,59268,7,7385978
S002572,2026-06-01,P017,R002,292,76998,8,20684743
S002573,2026-03-11,P004,R006,9,145203,0,1306827
S002574,2026-03-24,P007,R003,223,61036,10,12249925
S002575,2026-01-03,P014,R003,109,68399,8,6859052
S002576,2025-08-28,P008,R005,62,74925,7,4320176
S002577,2026-07-21,P015,R001,71,213210,3,14683773
S002578,2025-11-11,P005,R001,57,50643,2,2828918
S002579,2025-10-05,P017,R006,45,71382,0,3212190
S002580,2025-11-30,P006,R007,254,88861,8,20765038
S002581,2025-12-03,P017,R008,9,76691,3,669512
S002582,2026-03-28,P002,R013,65,105118,7,6354383
S002583,2026-05-07,P013,R001,57,55552,2,3103135
S002584,2025-10-18,P012,R011,98,79837,3,7589305
S002585,2026-07-08,P012,R001,44,87970,5,3677146
S002586,2026-03-10,P018,R002,114,60333,5,6534064
S002587,2026-02-13,P019,R002,217,97172,8,19399418
S002588,2026-06-07,P003,R010,9,61668,0,555012
S002589,2026-08-22,P007,R012,13,61383,0,797979
S002590,2025-12-05,P003,R004,113,59352,2,6572640
S002591,2026-05-31,P013,R005,286,55360,10,14249664
S002592,2026-03-29,P006,R001,97,83490,7,7531633
S002593,2025-10-08,P012,R002,106,79972,7,7883640
S002594,2025-09-23,P007,R004,102,58739,7,5571982
S002595,2026-03-08,P017,R015,66,72310,3,4629286
S002596,2025-08-24,P013,R008,7,53545,5,356074
S002597,2025-12-01,P011,R004,101,145052,3,14210744
S002598,2026-08-16,P002,R015,199,105868,10,18960959
S002599,2025-11-07,P008,R012,15,73449,3,1068683
S002600,2026-01-10,P016,R003,118,121560,5,13626876
S002601,2025-09-23,P018,R002,163,60535,10,8880484
S002602,2026-07-03,P006,R005,70,88417,5,5879730
S002603,2026-01-12,P012,R015,39,79610,10,2794311
S002604,2025-10-24,P010,R003,101,77917,7,7318744
S002605,2026-03-11,P007,R004,28,60126,5,1599352
S002606,2025-09-04,P006,R009,50,84583,2,4144567
S002607,2026-05-05,P019,R001,64,102011,3,6332843
S002608,2025-10-23,P013,R013,33,51113,7,1568658
S002609,2026-07-30,P008,R015,179,70071,3,12166428
S002610,2026-06-29,P002,R006,21,105695,0,2219595
S002611,2026-06-05,P011,R013,171,142828,8,22469701
S002612,2026-05-16,P013,R001,96,53931,2,5073828
S002613,2026-01-02,P016,R013,33,128927,3,4126953
S002614,2026-04-22,P003,R006,36,57788,3,2017957
S002615,2026-03-26,P001,R006,28,191504,2,5254870
S002616,2026-05-03,P002,R001,11,106816,2,1151476
S002617,2026-04-30,P008,R006,36,75605,3,2640127
S002618,2025-12-17,P009,R009,67,61848,3,4019502
S002619,2026-01-28,P003,R007,64,56634,5,3443347
S002620,2025-11-11,P002,R005,212,108929,15,19629006
S002621,2025-12-07,P007,R005,184,56318,8,9533511
S002622,2026-04-25,P006,R002,118,82748,5,9276051
S002623,2026-02-01,P004,R003,154,142373,8,20171407
S002624,2025-12-12,P007,R013,301,61421,8,17008703
S002625,2025-10-22,P005,R002,125,50757,8,5837055
S002626,2025-12-25,P019,R003,112,95071,7,9902595
S002627,2026-03-29,P008,R008,7,72180,0,505260
S002628,2026-03-28,P017,R001,77,77009,5,5633208
S002629,2026-04-28,P012,R003,164,79585,7,12138304
S002630,2026-08-18,P017,R015,54,73801,7,3706286
S002631,2026-03-02,P019,R001,16,92659,3,1438068
S002632,2026-04-12,P005,R005,243,46867,8,10477587
S002633,2025-10-29,P012,R001,28,85994,5,2287440
S002634,2026-05-04,P003,R003,189,62624,7,11007420
S002635,2025-11-14,P007,R009,34,62400,7,1973088
S002636,2026-02-05,P017,R002,246,76476,15,15991132
S002637,2025-08-28,P016,R014,224,133796,8,27572680
S002638,2026-04-22,P020,R004,67,64633,7,4027282
S002639,2025-09-17,P002,R006,20,109498,5,2080462
S002640,2025-09-15,P999,R001,77,147697,7,10576582
S002641,2026-04-07,P010,R003,108,77700,8,7720272
S002642,2026-03-22,P003,R011,316,58606,10,16667546
S002643,2026-07-22,P003,R001,42,62251,3,2536106
S002644,2026-02-01,P007,R006,40,61834,0,2473360
S002645,2025-11-07,P006,R007,282,84401,15,20230920
S002646,2026-05-24,P011,R005,136,136036,5,17575851
S002647,2026-07-11,P007,R005,57,60517,3,3345985
S002648,2026-06-15,P017,R004,47,76121,3,3470356
S002649,2026-07-07,P008,R005,168,77461,7,12102507
S002650,2026-02-14,P017,R003,271,71901,15,16562395
S002651,2026-02-22,P012,R002,202,79736,15,13690671
S002652,2026-04-06,P007,R006,42,62186,0,2611812
S002653,2025-10-15,P014,R009,74,64332,3,4617751
S002654,2026-05-18,P014,R006,19,69245,0,1315655
S002655,2025-10-11,P003,R010,24,61284,2,1441400
S002656,2026-07-15,P009,R008,3,62476,5,178057
S002657,2026-02-05,P018,R012,18,57387,0,1032966
S002658,2026-04-15,P011,R004,114,145020,3,16036312
S002659,2025-11-02,P013,R008,37,50806,3,1823427
S002660,2026-02-14,P016,R003,258,132920,15,29149356
S002661,2025-11-04,P003,R012,14,56573,5,752421
S002662,2025-12-06,P019,R011,149,96569,10,12949903
S002663,2026-04-25,P008,R005,263,70519,10,16691847
S002664,2025-12-31,P018,R002,204,61120,8,11471002
S002665,2026-03-13,P008,R006,5,71911,2,352364
S002666,2026-05-27,P003,R002,65,61840,3,3899012
S002667,2025-10-03,P007,R004,90,60358,2,5323576
S002668,2025-11-10,P011,R007,52,131860,3,6651018
S002669,2025-11-30,P003,R012,22,58367,5,1219870
S002670,2026-04-09,P003,R002,183,56579,5,9836259
S002671,2026-04-06,P001,R005,193,189362,10,32892179
S002672,2026-03-08,P002,R006,14,109439,3,1486182
S002673,2026-07-16,P011,R008,33,132535,5,4154972
S002674,2026-07-28,P009,R015,50,64716,10,2912220
S002675,2026-01-25,P012,R002,97,87385,7,7883001
S002676,2025-12-14,P002,R005,301,108077,12,28627436
S002677,2026-01-18,P009,R003,258,63052,10,14640674
S002678,2025-12-03,P008,R001,140,70367,5,9358811
S002679,2026-03-05,P006,R006,18,84342,0,1518156
S002680,2026-06-06,P007,R011,119,60040,7,6644627
S002681,2025-11-24,P003,R009,15,59564,5,848787
S002682,2026-01-20,P020,R005,108,66388,10,6452914
S002683,2025-10-09,P015,R004,42,207556,7,8107137
S002684,2026-06-07,P010,R014,99,79172,5,7446127
S002685,2025-10-10,P016,R013,139,121369,5,16026776
S002686,2025-10-16,P002,R011,111,107496,5,11335453
S002687,2025-12-22,P013,R008,27,53981,3,1413762
S002688,2026-07-30,P014,R004,68,65552,7,4145508
S002689,2026-01-10,P009,R006,21,61100,2,1257438
S002690,2025-08-30,P013,R001,55,52613,5,2749029
S002691,2025-11-03,P009,R008,12,64271,0,771252
S002692,2026-08-18,P014,R003,164,63408,5,9878966
S002693,2025-12-18,P017,R001,68,70187,7,4438626
S002694,2026-05-07,P018,R001,15,60941,3,886692
S002695,2026-04-22,P017,R006,35,72364,5,2406103
S002696,2026-02-18,P005,R001,35,49052,2,1682484
S002697,2026-06-17,P008,R008,29,72086,0,2090494
S002698,2026-06-15,P002,R014,322,106559,12,30194558
S002699,2025-10-16,P011,R005,174,133422,10,20893885
S002700,2026-04-22,P007,R001,82,58755,2,4721552
S002701,2025-09-25,P013,R001,22,52373,3,1117640
S002702,2026-06-19,P010,R014,154,82679,7,11841286
S002703,2026-08-19,P007,R007,155,61572,7,8875604
S002704,2026-06-14,P003,R008,45,60016,0,2700720
S002705,2026-03-10,P011,R010,23,131616,5,2875810
S002706,2026-04-13,P020,R014,79,64233,3,4922175
S002707,2026-04-06,P003,R001,46,58921,2,2656159
S002708,2025-11-19,P009,R013,48,60112,3,2798815
S002709,2026-04-24,P009,R011,215,65755,15,12016726
S002710,2026-06-27,P018,R002,73,60790,3,4304540
S002711,2026-04-24,P016,R006,36,129758,2,4577862
S002712,2026/08/16,P003,R001,49,57745,7,2631440
S002713,2026-05-16,P008,R009,61,75305,2,4501733
S002714,2026-02-22,P010,R001,91,80186,3,7078018
S002715,2026-01-22,P011,R003,73,142473,7,9672492
S002716,2025-10-22,P019,R001,64,100832,2,6324183
S002717,2026-03-16,P014,R003,224,64389,8,13269285
S002718,2026-02-05,P012,R003,81,83839,5,6451411
S002719,2025-10-18,P007,R005,207,62079,12,11308311
S002720,2026-08-08,P011,R013,179,144195,10,23229814
S002721,2025-12-16,P012,R001,35,82719,7,2692503
S002722,2025-12-23,P003,R001,23,58994,2,1329725
S002723,2026-07-07,P008,R008,15,74898,5,1067296
S002724,2026-08-04,P012,R003,285,85336,10,21888684
S002725,2026-03-24,P002,R012,21,107708,0,2261868
S002726,2026-02-16,P005,R001,91,51816,3,4573798
S002727,2025-11-14,P005,R011,44,46632,5,1949218
S002728,2026-04-11,P002,R002,127,106741,8,12471618
S002729,2026-05-04,P012,R004,78,86837,7,6299156
S002730,2026-07-11,P014,R009,58,67323,7,3631403
S002731,2026-04-26,P018,R008,42,59579,2,2452272
S002732,2025-11-23,P008,R009,45,74188,7,3104768
S002733,2025-12-23,P018,R009,60,60875,3,3542925
S002734,2026-04-19,P019,R014,127,94405,10,10790492
S002735,2026-06-21,P011,R001,95,138739,2,12916601
S002736,2026-07-26,P018,R001,111,60870,5,6418742
S002737,2025-12-08,P018,R015,244,59541,7,13511044
S002738,2025-12-14,P003,R001,45,57314,2,2527547
S002739,2025-09-11,P005,R015,182,50240,10,8229312
S002740,2025-11-14,P016,R011,215,125999,8,24922602
S002741,2025-11-19,P019,R001,72,92552,3,6463832
S002742,2026-04-30,P013,R003,109,51640,7,5234747
S002743,2026-07-12,P004,R002,166,150546,8,22991385
S002744,2025-10-31,P017,R001,27,70071,3,1835159
S002745,2026-01-09,P005,R002,248,47527,12,10372292
S002746,2025-10-04,P003,R002,139,58484,8,7478934
S002747,2026-08-06,P006,R015,186,87916,7,15207710
S002748,2025-09-27,P010,R003,232,82614,8,17633132
S002749,2026-07-26,P009,R005,78,62138,5,4604426
S002750,2025-09-28,P017,R007,272,75558,10,18496598
S002751,2026-05-26,P006,R009,13,87229,7,1054599
S002752,2026-01-05,P001,R001,75,188231,2,13834978
S002753,2026-06-06,P005,R003,69,46873,5,3072525
S002754,2025-09-04,P999,R006,11,60580,3,646389
S002755,2026-01-26,P014,R001,34,68594,2,2285552
S002756,2025-12-10,P008,R007,141,76302,10,9682724
S002757,2025-12-07,P002,R006,23,107294,2,2418407
S002758,2026-01-27,P010,R001,38,79109,5,2855835
S002759,2025-11-02,P003,R002,212,58637,8,11436560
S002760,2026-07-12,P014,R007,332,63817,8,19492264
S002761,2026-01-12,P014,R007,265,68643,12,16007548
S002762,2026-06-13,P018,R001,22,61217,2,1319839
S002763,2026-05-15,P010,R001,21,81559,2,1678484
S002764,2026-06-05,P009,R004,61,60089,7,3408849
S002765,2026-02-13,P009,R011,65,60876,5,3759093
S002766,2025-09-11,P017,R001,104,71773,7,6941885
S002767,2026-03-11,P002,R014,188,105502,10,17850938
S002768,2026-01-31,P008,R010,19,76086,2,1416721
S002769,2026-01-12,P014,R003,61,64767,5,3753248
S002770,2026-03-05,P003,R002,85,61819,5,4991884
S002771,2025-09-30,P006,R001,42,84647,3,3448519
S002772,2025-12-25,P005,R006,13,50532,3,637209
S002773,2026-02-26,P015,R002,36,219121,3,7651705
S002774,2026-04-14,P014,R009,96,67286,5,6136483
S002775,2026-04-14,P009,R001,52,63983,2,3260574
S002776,2026-08-11,P019,R004,51,92438,5,4478621
S002777,2025-10-01,P005,R003,91,46985,5,4061853
S002778,2026-06-09,P007,R003,268,58419,8,14403789
S002779,2026-03-27,P009,R002,293,63787,15,15886152
S002780,2026-05-22,P017,R003,90,76407,5,6532798
S002781,2026-03-07,P019,R005,275,101054,15,23621372
S002782,2026-05-21,P017,R009,43,75870,5,3099290
S002783,2026-04-21,P020,R010,29,65102,0,1887958
S002784,2025-12-07,P014,R004,20,67847,5,1289093
S002785,2025-10-30,P011,R003,287,134840,8,35603154
S002786,2026-06-25,P008,R015,139,77182,5,10191883
S002787,2025-12-30,P012,R001,51,84982,3,4204060
S002788,2026-01-09,P005,R009,92,47325,2,4266822
S002789,2026-04-19,P005,R003,125,47955,10,5394938
S002790,2026-05-20,P014,R001,69,65057,2,4399154
S002791,2026-02-25,P002,R004,-1,109381,7,10070709
S002792,2025-12-18,P009,R010,56,62371,2,3422920
S002793,2026-03-21,P009,R003,88,61043,5,5103195
S002794,2026-06-06,P020,R009,87,66925,2,5706026
S002795,2026-01-23,P010,R008,19,85261,0,1619959
S002796,2026-06-21,P005,R014,192,51136,10,8836301
S002797,2025-10-01,P012,R002,318,87583,8,25623282
S002798,2026-01-05,P020,R001,26,60664,7,1466856
S002799,2025-12-22,P017,R001,41,73179,2,2940332
S002800,2026-06-11,P006,R011,171,90378,8,14218267
S002801,2026-04-30,P017,R007,208,75990,10,14225328
S002802,2025-12-20,P009,R012,62,60198,2,3657630
S002803,2026-08-23,P005,R001,59,47119,5,2641020
S002804,2025-09-18,P012,R003,73,87687,5,6081093
S002805,2026-06-22,P018,R013,101,61816,10,5619074
S002806,2026-06-14,P004,R002,144,143966,8,19072616
S002807,2025-12-13,P003,R010,28,59260,3,1609502
S002808,2026-02-26,P016,R006,43,126232,5,5156577
S002809,2026-03-04,P004,R009,86,154467,2,13018479
S002810,2026-02-04,P013,R003,79,50821,3,3894413
S002811,2025-11-10,P013,R004,12,53179,3,619004
S002812,2026-05-06,P020,R001,30,65153,5,1856860
S002813,2025-09-28,P013,R011,128,54294,7,6463158
S002814,2025-10-30,P005,R013,69,50736,5,3325745
S002815,2025-11-29,P007,R012,24,56457,2,1327869
S002816,2025-11-20,P017,R008,21,76924,0,1615404
S002817,2025-10-06,P016,R001,50,129674,5,6159515
S002818,2025-10-01,P010,R005,64,79410,7,4726483
S002819,2025-10-12,P017,R008,7,72894,0,510258
S002820,2026-04-21,P017,R007,205,71275,10,13150238
S002821,2025-09-06,P020,R003,244,66953,10,14702879
S002822,2026-06-01,P012,R005,68,80130,7,5067421
S002823,2026-06-03,P005,R011,142,48041,7,6344294
S002824,2025-12-06,P008,R005,156,76223,7,11058433
S002825,2026-08-06,P006,R001,90,84829,2,7481918
S002826,2026-02-21,P017,R003,183,72879,7,12403277
S002827,2026-03-10,P007,R002,40,62475,7,2324070
S002828,2026-04-09,P019,R015,226,97162,3,21299854
S002829,2025-11-22,P009,R012,28,63202,3,1716566
S002830,2026-01-11,P002,R010,27,108687,5,2787822
S002831,2025-12-20,P004,R004,50,150388,7,6993042
S002832,2026-04-21,P011,R004,73,131194,2,9385619
S002833,2026-02-02,P018,R012,26,58923,3,1486038
S002834,2026-07-20,P003,R002,353,60827,15,18251141
S002835,2025-10-01,P008,R004,49,74139,7,3378514
S002836,2026-08-03,P014,R007,180,64342,8,10655035
S002837,2026-05-02,P020,R012,31,66162,2,2010002
