sale_id,date,product_id,distribution_id,quantity,unit_price_rial,discount_percent,total_price_rial
8197,2025-11-05,P013,D001,55,520000,3,27742000
8198,2026-06-30,P005,D030,27,480000,0,12960000
8199,2026-08-01,P005,D031,30,480000,3,13968000
8200,2026-06-05,P005,D029,60,480000,5,27360000
8201,2026-04-13,P010,D024,18,790000,0,14220000
8202,2026-06-03,P003,D002,33,580000,0,19140000
8203,2026-04-26,P014,D033,14,650000,0,9100000
8204,2026-07-02,P015,D036,79,2100000,3,160923000
8205,2025-10-22,P017,D033,67,720000,4,46310400
8206,2025-11-23,P005,D010,21,480000,0,10080000
8207,2026-05-21,P014,D034,30,650000,0,19500000
8208,2026-02-14,P008,D016,6,720000,2,4233600
8209,2026-07-11,P009,D002,20,610000,0,12200000
8210,2026-01-10,P003,D032,10,580000,2,5684000
8211,2025-12-21,P020,D001,68,620000,4,40473600
8212,2026-06-05,P006,D004,43,850000,6,34357000
8213,2025-08-24,P005,D025,80,480000,6,36096000
8214,2026-04-04,P005,D009,53,480000,3,24676800
8215,2026-03-22,P012,D032,22,820000,3,17498800
8216,2025-09-15,P005,D019,14,480000,2,6585600
8217,2026-07-25,P019,D010,97,950000,8,84778000
8218,2025-10-08,P001,D004,65,1850000,3,116642500
8219,2025-10-01,P020,D003,19,620000,0,11780000
8220,2026-01-27,P003,D005,77,580000,5,42427000
8221,2026-08-01,P018,D016,9,590000,0,5310000
8222,2025-10-01,P017,D036,44,720000,6,29779200
8223,2025-12-17,P002,D011,67,1050000,5,66832500
8224,2025-12-25,P007,D014,38,580000,3,21378800
8225,2026-03-19,P005,D034,25,480000,50,11640000
8226,2025-08-24,P013,D024,23,520000,0,11960000
8227,2026-03-23,P009,D011,20,610000,2,11956000
8228,2025-10-16,P009,D004,15,610000,3,8875500
8229,2025-11-20,P005,D011,71,480000,5,32376000
8230,2026-03-10,P019,D023,65,950000,4,59280000
8231,2026-03-30,P005,D021,24,480000,2,11289600
8232,2026-04-12,P011,D009,44,1350000,5,56430000
8233,2026-04-05,P014,D023,71,650000,6,43381000
8234,2025-12-28,P012,D003,52,820000,75,40934400
8235,2026-07-13,P004,D018,52,1450000,4,72384000
8236,2025-09-05,P018,D012,35,590000,0,20650000
8237,2026-03-09,P009,D033,33,610000,0,20130000
8238,2026-03-05,P010,D003,113,790000,7,83021100
8239,2026-05-15,P018,D023,18,590000,0,10620000
8240,2026-06-12,P005,D007,64,480000,4,29491200
8241,2026-02-21,P006,D017,6,850000,3,4947000
8242,2026-02-12,P008,D016,40,720000,5,27360000
8243,2025-10-12,P014,D014,72,650000,6,43992000
8244,2026-07-14,P011,D031,5,1350000,2,6615000
8245,2026-04-29,P008,D027,42,720000,5,28728000
8246,2025-11-06,P018,D017,63,590000,5,35311500
8247,2026-03-26,P005,D024,21,480000,2,9878400
8248,2025-11-25,P018,D025,65,590000,6,36049000
8249,2025-09-16,P008,D034,21,720000,0,15120000
8250,2026-03-06,P012,D034,44,820000,5,34276000
8251,2026-08-02,P010,D005,86,790000,7,63184200
8252,2026-05-24,P018,D020,5,590000,0,2950000
8253,2026-03-13,P017,D017,23,720000,0,16560000
8254,2026-03-13,P007,D035,28,580000,0,16240000
8255,2026-04-25,P020,D021,38,620000,0,23560000
8256,2025-11-22,P005,D019,29,480000,0,13920000
8257,2025-12-23,P018,D023,84,590000,7,46090800
8258,2026-03-13,P010,D019,9,790000,0,7110000
8259,2025-12-31,P009,D011,24,610000,3,14200800
8260,2025-11-20,P007,D029,75,580000,3,42195000
8261,2026-08-12,P019,D035,20,950000,2,18620000
8262,2026-02-02,P005,D017,80,480000,7,35712000
8263,2026-06-03,P017,D031,30,720000,0,21600000
8264,2026-07-23,P012,D004,69,820000,5,53751000
8265,2026-02-07,P018,D008,8,590000,3,4578400
8266,2026-05-20,P020,D006,27,620000,2,16405200
8267,2025-09-19,P012,D005,16,820000,3,12726400
8268,2026-03-31,P019,D015,7,950000,2,6517000
8269,2025-09-22,P016,D036,22,1250000,3,26675000
8270,2026-03-10,P016,D023,54,1250000,6,63450000
8271,2026-03-13,P011,D023,62,1350000,3,81189000
8272,2026-01-05,P007,D021,33,580000,0,19140000
8273,2026-02-12,P013,D031,38,520000,0,19760000
8274,2026-03-19,P002,D025,73,1050000,5,72817500
8275,2026-06-27,P016,D005,74,1250000,3,89725000
8276,2026-04-16,P018,D012,19,590000,0,11210000
8277,2026-05-15,P019,D028,64,950000,6,57152000
8278,2025-10-04,P012,D036,28,820000,3,22271200
8279,2026-02-24,P002,D011,61,1050000,4,61488000
8280,2026-01-06,P005,D034,32,480000,2,15052800
8281,2026-02-13,P017,D035,41,720000,6,27748800
8282,2026-03-25,P999,D013,30,580000,0,17400000
8283,2025-10-04,P014,D013,12,650000,0,7800000
8284,2025-08-27,P013,D001,82,520000,6,40081600
8285,2025-11-02,P003,D001,48,580000,6,26169600
8286,2026-07-18,P001,D034,40,1850000,3,71780000
8287,2025-11-06,P010,D001,30,790000,0,23700000
8288,2026-03-02,P018,D025,64,590000,4,36249600
8289,2025-10-22,P013,D014,32,520000,0,16640000
8290,2026-05-18,P019,D018,44,950000,5,39710000
8291,2026-02-20,P013,D032,64,520000,4,31948800
8292,2026-02-07,P999,D010,30,820000,0,24600000
8293,2026-02-19,P004,D001,55,1450000,6,74965000
8294,2025-12-30,P009,D008,16,610000,0,9760000
8295,2026-01-03,P005,D027,52,480000,3,24211200
8296,2025-08-31,P012,D020,20,820000,0,16400000
8297,2026-04-23,P009,D023,40,610000,3,23668000
8298,2026-03-11,P012,D001,87,820000,6,67059600
8299,2025-09-03,P018,D001,45,590000,6,24957000
8300,2025-08-30,P015,D003,86,2100000,7,167958000
8301,2025-11-13,P005,D015,50,480000,6,22560000
8302,2026-01-25,P010,D005,35,790000,2,27097000
8303,2026-02-13,P019,D029,57,950000,5,51442500
8304,2025-12-18,P017,D014,66,720000,5,45144000
8305,2025-09-19,P017,D036,61,720000,5,41724000
8306,2025-11-24,P012,D025,6,820000,0,4920000
8307,2026-07-30,P004,D025,53,1450000,4,73776000
8308,2025-10-21,P017,D019,78,720000,3,54475200
8309,2026-04-26,P020,D002,50,620000,3,30070000
8310,2025-09-04,P017,D032,63,720000,6,42638400
8311,2026-02-13,P013,D033,33,520000,3,16645200
8312,2026-02-12,P019,D006,67,950000,6,59831000
8313,2025-10-22,P005,D034,36,480000,0,17280000
8314,2026-02-01,P016,D007,28,1250000,3,33950000
8315,2026-03-25,P003,D019,69,580000,6,37618800
8316,2025-12-13,P007,D017,46,580000,3,25879600
8317,2026-07-13,P006,D002,30,850000,0,25500000
8318,2026-03-11,P007,D015,23,580000,0,13340000
8319,2026-08-03,P012,D003,36,820000,3,28634400
8320,2026-04-17,P012,D016,39,820000,3,31020600
8321,2025-10-17,P013,D002,9,520000,2,4586400
8322,2025-12-02,P008,D010,61,720000,4,42163200
8323,2026-07-16,P003,,41,580000,3,23066600
8324,2026-06-09,P017,D009,67,720000,6,45345600
8325,2025-11-24,P004,D012,72,1450000,3,101268000
8326,2026-05-05,P009,D015,37,610000,2,22118600
8327,2026-06-10,P017,D026,17,720000,2,11995200
8328,2025-11-14,P008,D021,67,720000,5,45828000
8329,2025-11-07,P007,D030,27,580000,0,15660000
8330,2026-01-21,P018,D011,28,590000,0,16520000
8331,2026-06-28,P020,D032,67,620000,4,39878400
8332,2026-04-09,P010,D020,65,790000,6,48269000
8333,2026-05-19,P020,D008,53,620000,6,30888400
8334,2026-06-22,P002,D019,55,1050000,3,56017500
8335,2025-10-26,P007,D008,41,580000,4,22828800
8336,2025-09-10,P001,D013,79,1850000,6,137381000
8337,2025-12-31,P003,D009,43,580000,6,23443600
8338,2026-06-23,P008,D015,84,720000,8,55641600
8339,2026-03-08,P020,D035,6,620000,3,3608400
8340,2026-02-21,P009,D024,53,610000,3,31360100
8341,2026/01/16,P019,D006,16,950000,0,15200000
8342,2025-09-25,P013,D035,27,520000,0,14040000
8343,2026-04-06,P009,D020,33,610000,0,20130000
8344,2026-07-18,P012,D029,13,820000,3,10340200
8345,2026-08-09,P020,D014,17,620000,2,10329200
8346,2026-05-20,P002,D022,69,1050000,5,68827500
8347,2026-06-17,P005,D003,81,480000,8,35769600
8348,2025-11-17,P009,D025,68,610000,5,39406000
8349,2026-07-27,P009,D013,77,610000,6,44151800
8350,2026-05-29,P011,D001,17,1350000,0,22950000
8351,2025-09-26,P006,D018,56,850000,3,46172000
8352,2026-03-30,P008,D011,24,720000,0,17280000
8353,2025-11-07,P002,D023,37,1050000,0,38850000
8354,2025-09-24,P010,D024,36,790000,0,28440000
8355,2025-12-02,P007,D029,59,580000,3,33193400
8356,2025-10-28,P016,D022,35,1250000,0,43750000
8357,2025-10-20,P020,D036,61,620000,6,35550800
8358,2026-02-21,P015,D018,85,2100000,5,169575000
8359,2026-08-21,P017,D036,64,720000,3,44697600
8360,2026-01-15,P011,D004,64,1350000,4,82944000
8361,2025-12-29,P019,D032,53,950000,5,47832500
8362,2026-01-21,P002,D007,86,1050000,5,85785000
8363,2026-03-24,P008,D012,17,720000,3,11872800
8364,2025-12-06,P013,D018,28,520000,0,14560000
8365,2026-05-30,P005,D015,72,480000,4,33177600
8366,2025-11-02,P008,D005,57,720000,6,38577600
8367,2025-11-19,P011,D007,79,1350000,5,101317500
8368,2026-01-22,P010,D014,64,790000,5,48032000
8369,2026-01-12,P011,D034,49,1350000,6,62181000
8370,2026-01-31,P004,D031,34,1450000,2,48314000
8371,2026-03-01,P012,D027,68,820000,3,54087200
8372,2026-04-14,P011,D005,47,1350000,3,61546500
8373,2025-10-21,P017,D020,55,720000,6,37224000
8374,2026-05-31,P011,D009,20,1350000,3,26190000
8375,2025-11-22,P019,D007,47,950000,6,41971000
8376,2025-09-06,P004,D034,15,1450000,0,21750000
8377,2026-07-07,P020,D035,64,620000,5,37696000
8378,2026-07-22,P014,D024,33,650000,0,21450000
8379,2026-01-29,P014,D026,44,650000,3,27742000
8380,2026-05-23,P020,D005,14,620000,0,8680000
8381,2026-07-07,P005,D009,14,480000,0,6720000
8382,2026-03-31,P018,D021,63,590000,3,36054900
8383,2026-03-26,P007,D012,48,580000,4,26726400
8384,2026-01-12,P017,D010,95,720000,8,62928000
8385,2026-08-15,P020,D022,72,620000,6,41961600
8386,2025-11-07,P010,D004,28,790000,0,22120000
8387,2025-10-31,P005,D023,65,480000,4,29952000
8388,2025-09-19,P003,D025,33,580000,0,19140000
8389,2025-11-06,P003,D013,47,580000,6,25624400
8390,2026-01-01,P003,D032,26,580000,2,14778400
8391,2026-03-11,P009,D035,63,610000,4,36892800
8392,2025-10-12,P014,D030,9,650000,0,5850000
8393,2025-11-21,P019,D033,6,950000,0,5700000
8394,2025-11-14,P018,D031,33,590000,110,18885900
8395,2026-01-04,P017,D007,69,720000,4,47692800
8396,2026-04-08,P007,D030,39,580000,0,22620000
8397,2026-01-13,P019,D021,15,950000,2,13965000
8398,2026-01-21,P016,D029,47,1250000,3,56987500
8399,2026/04/24,P010,D005,53,790000,3,40613900
8400,2026-08-17,P011,D016,28,1350000,0,37800000
8401,2026-03-08,P008,D018,11,720000,2,7761600
8402,2026-04-13,P004,D036,70,1450000,3,98455000
8403,2026-01-17,P019,D032,32,950000,2,29792000
8404,2025-11-22,P015,D023,8,2100000,0,16800000
8405,2026-08-09,P005,D030,65,480000,5,29640000
8406,2026-07-10,P013,D028,73,520000,3,36821200
8407,2026-06-10,P008,D001,46,720000,3,32126400
8408,2026-06-20,P007,D001,75,580000,3,42195000
8409,2026-04-03,P017,D007,35,720000,0,25200000
8410,2026-01-24,P009,D031,60,610000,5,34770000
8411,2026-06-24,P003,D027,33,580000,2,18757200
8412,2026-06-08,P020,D012,92,620000,7,53047200
8413,2026-03-30,P018,D016,40,590000,6,22184000
8414,2026-04-27,P008,D027,51,720000,5,34884000
8415,2026-04-23,P020,D030,50,620000,6,29140000
8416,2025-10-09,P016,D013,87,1250000,5,103312500
8417,2026-04-26,P011,D004,34,1350000,0,45900000
8418,2026-04-20,P005,D001,22,480000,0,10560000
8419,2025-12-09,P014,D020,67,650000,5,41372500
8420,2025-11-19,P008,D022,63,720000,5,43092000
8421,2026-04-14,P016,D003,24,1250000,3,29100000
8422,2026-07-27,P011,D020,76,1350000,6,96444000
8423,2026-04-12,P008,D023,64,720000,4,44236800
8424,2026-07-09,P018,D034,86,590000,7,47188200
8425,2026-08-13,P009,D021,50,610000,6,28670000
8426,2026-06-16,P014,D016,7,650000,2,4459000
8427,2026-04-14,P003,D014,20,580000,0,11600000
8428,2025-09-20,P017,D031,71,720000,6,48052800
8429,2026-06-13,P007,D033,47,580000,3,26442200
8430,2026-07-26,P004,D034,68,1450000,6,92684000
8431,2026-07-09,P007,D034,78,580000,3,43882800
8432,2025-12-26,P016,D026,46,1250000,4,55200000
8433,2026-02-23,P005,D036,44,480000,3,20486400
8434,2025-10-03,P009,D030,43,610000,4,25180800
8435,2026-04-23,P011,D006,50,1350000,5,64125000
8436,2026-04-02,P016,D008,61,1250000,4,73200000
8437,2025-11-15,P008,D029,27,720000,3,18856800
8438,2025-10-04,P012,D016,63,820000,4,49593600
8439,2026-05-23,P013,D024,54,520000,4,26956800
8440,2025-12-24,P013,D031,14,520000,2,7134400
8441,2026-01-24,P009,D035,18,610000,0,10980000
8442,2026-01-30,P013,D022,46,520000,6,22484800
8443,2025-10-13,P008,D015,90,720000,8,59616000
8444,2025-12-18,P003,D022,40,580000,6,21808000
8445,2026-05-23,P018,D030,72,590000,5,40356000
8446,2026-08-02,P010,D025,79,790000,3,60537700
8447,2026-03-15,P019,D023,57,950000,6,50901000
8448,2026-02-06,P007,D011,22,580000,0,12760000
8449,2025-12-23,P018,D005,30,590000,3,17169000
8450,2026-01-20,P014,D024,42,650000,6,25662000
8451,2025-12-05,P017,D008,59,720000,3,41205600
8451,2025-12-05,P017,D008,59,720000,3,41205600
8453,2026-05-07,P012,D029,47,820000,6,36227600
8454,2025-09-11,P015,D036,90,2100000,5,179550000
8455,2026-04-04,P017,D005,53,720000,4,36633600
8456,2026-07-25,P018,D021,59,590000,4,33417600
8457,2026-02-02,P019,D029,84,950000,8,73416000
8458,2025-11-23,P002,D028,62,1050000,5,61845000
8459,2025-09-10,P010,D020,82,790000,8,59597600
8460,2026-07-04,P005,D008,85,480000,8,37536000
8461,2025-11-12,P016,D011,27,1250000,2,33075000
8462,2025-11-02,P011,D006,23,1350000,0,31050000
8463,2025-12-03,P014,D003,54,650000,5,33345000
8464,2025-11-11,P009,D002,40,610000,6,22936000
8465,2025-12-27,P014,D024,34,650000,2,21658000
8466,2026-01-09,P011,D009,23,1350000,3,30118500
8467,2025-09-25,P020,D007,70,620000,4,41664000
8468,2025-11-07,P012,D013,36,820000,0,29520000
8469,2026-01-03,P012,D010,9,820000,0,7380000
8470,2025-11-09,P014,D028,20,650000,3,12610000
8471,2026-06-14,P010,D025,64,790000,4,48537600
8472,2026-07-13,P008,D019,24,720000,3,16761600
8473,2025-08-27,P009,D023,66,610000,3,39052200
8474,2026-03-03,P007,D029,45,580000,6,24534000
8475,2025-09-07,P004,D004,10,1450000,3,14065000
8476,2026-06-04,P008,D027,16,720000,2,11289600
8477,2026-01-09,P004,D022,17,1450000,3,23910500
8478,2026-04-25,P005,D010,22,480000,2,10348800
8479,2026-06-16,P020,D034,40,620000,5,23560000
8480,2026-05-04,P020,D007,25,620000,0,15500000
8481,2025-09-30,P014,D001,60,650000,4,37440000
8482,2025-09-15,P003,D033,37,580000,3,20816200
8483,2026-06-04,P001,D002,46,1850000,4,81696000
8484,2026-02-28,P003,D020,65,580000,5,35815000
8485,2026-06-23,P007,D013,58,580000,3,32630800
8486,2026-05-23,P006,D022,45,850000,6,35955000
8487,2025-10-30,P017,D034,87,720000,7,58255200
8488,2026-05-21,P009,D011,58,610000,4,33964800
8489,2026-02-05,P006,D015,58,850000,3,47821000
8490,2026-08-01,P003,D034,47,580000,6,25624400
8491,2026-07-21,P012,D014,42,820000,3,33406800
8492,2025-10-17,P018,D002,38,590000,0,22420000
8493,2026-07-09,P016,D007,38,1250000,0,47500000
8494,2025-11-01,P013,D020,16,520000,0,8320000
8495,2026-02-07,P003,D032,62,580000,6,33802400
8496,2026-05-20,P018,D017,13,590000,3,7439900
8497,2025-12-26,P018,D030,63,590000,6,34939800
8498,2026-02-02,P007,D019,32,580000,3,18003200
8499,2025-11-07,P013,D031,65,520000,6,31772000
8500,2026-07-09,P020,D016,66,620000,4,39283200
8501,2025-12-19,P018,D027,52,590000,6,28839200
8502,2026-06-21,P003,D029,41,580000,6,22353200
8503,2026-01-11,P017,D019,28,720000,0,20160000
8504,2026-06-04,P012,D021,56,820000,6,43164800
8505,2026-07-10,P006,D010,74,850000,3,61013000
8506,2025-10-19,P013,D033,22,520000,0,11440000
8507,2026-03-26,P012,D029,11,820000,0,9020000
8508,2026-05-21,P002,D018,42,1050000,6,41454000
8509,2026-02-16,P003,D008,65,580000,4,36192000
8510,2026-07-07,P018,D018,19,590000,0,11210000
8511,2026-03-31,P009,D001,33,610000,0,20130000
8512,2025-11-11,P008,D035,21,720000,3,14666400
8513,2026-07-24,P008,D023,88,720000,6,59558400
8514,2026-07-09,P003,D030,45,580000,4,25056000
8515,2026-01-10,P007,D010,51,580000,4,28396800
8516,2026-03-14,P007,D021,32,580000,2,18188800
8517,2026-05-07,P019,D014,43,950000,4,39216000
8518,2026-06-29,P009,D002,86,610000,8,48263200
8519,2026-01-02,P007,D023,28,580000,0,16240000
8520,2026-03-24,P007,D002,57,580000,5,31407000
8521,2025-09-12,P017,D002,56,720000,4,38707200
8522,2025-12-09,P012,D021,45,820000,5,35055000
8523,2025-12-18,P007,D030,60,580000,6,32712000
8524,2025-12-30,P005,D023,65,480000,4,29952000
8525,2026-04-19,P003,D019,22,580000,0,12760000
8526,2026-01-06,P012,D022,83,820000,5,64657000
8527,2026-01-11,P002,D004,58,1050000,6,57246000
8528,2026-01-01,P003,D002,48,580000,3,27004800
8529,2026-04-24,P014,D015,9,650000,3,5674500
8530,2026-02-15,P017,D007,62,720000,5,42408000
8531,2026-05-16,P018,D034,65,590000,4,36816000
8532,2026-02-20,P004,D009,70,1450000,6,95410000
8533,2026-04-20,P009,D003,16,610000,0,9760000
8534,2026-04-29,P016,D016,14,1250000,2,17150000
8535,2026-06-20,P005,D012,8,480000,3,3724800
8536,2026-07-08,P010,D007,11,790000,2,8516200
8537,2026-08-02,P008,D004,77,720000,3,53776800
8538,2026-07-20,P003,D007,34,580000,2,19325600
8539,2026-04-20,P018,D008,20,590000,0,11800000
8540,2026-07-26,P014,D001,50,650000,4,31200000
8541,2025-11-23,P001,D003,22,1850000,3,39479000
8542,2026-05-17,P001,D024,62,1850000,6,107818000
8543,2026-07-17,P018,D023,80,590000,8,43424000
8544,2026-07-21,P015,D027,87,2100000,8,168084000
8545,2026-03-02,P007,D008,28,580000,3,15752800
8546,2026-02-25,P005,D003,17,480000,0,8160000
8547,2025-11-06,P016,D004,60,1250000,5,71250000
8548,2025-09-01,P002,D009,61,1050000,3,62128500
8549,2026-01-16,P017,D028,87,720000,7,58255200
8550,2026-04-27,P009,D015,30,610000,0,18300000
8551,2025-11-23,P013,,6,520000,0,3120000
8551,2025-11-23,P013,,6,520000,0,3120000
8553,2025-10-11,P013,D001,85,520000,5,41990000
8554,2025-08-25,P005,D023,40,480000,6,18048000
8555,2026-01-01,P010,D021,47,790000,5,35273500
8556,2026-03-26,P014,D004,60,650000,3,37830000
8557,2025-11-14,P018,D021,39,590000,0,23010000
8558,2026-03-07,P016,D004,34,1250000,0,42500000
8559,2026-07-11,P013,D034,43,520000,4,21465600
8560,2026-03-22,P014,D032,49,650000,3,30894500
8561,2026-05-30,P008,D031,27,720000,0,19440000
8562,2025-09-24,P020,D026,37,620000,2,22481200
8563,2025-11-21,P010,D018,33,790000,2,25548600
8564,2026-03-30,P004,D009,11,1450000,3,15471500
8565,2026-01-12,P005,D007,21,480000,3,9777600
8566,2026-07-19,P010,D020,17,790000,2,13161400
8567,2025-10-17,P001,D014,53,1850000,5,93147500
8568,2025-11-24,P017,D009,79,720000,5,54036000
8569,2025-10-23,P013,D029,75,520000,5,37050000
8570,2026-07-13,P016,D011,82,1250000,7,95325000
8571,2026-01-22,P005,D024,42,480000,3,19555200
8572,2025-09-11,P007,D010,82,580000,5,45182000
8573,2026-07-03,P008,D015,84,720000,6,56851200
8574,2026-07-06,P004,D017,39,1450000,2,55419000
8575,2025-10-24,P005,D023,7,480000,3,3259200
8576,2026-03-15,P014,D020,36,650000,3,22698000
8577,2026-07-02,P004,D016,27,1450000,3,37975500
8578,2025-10-08,P013,D005,36,520000,0,18720000
8579,2026-08-15,P004,D025,44,1450000,4,61248000
8580,2026-02-11,P018,D010,40,590000,5,22420000
8581,2025-11-16,P003,D011,46,580000,6,25079200
8582,2026-05-13,P010,D027,23,790000,3,17624900
8583,2026-07-23,P003,D033,13,580000,2,7389200
8584,2026-02-24,P018,D007,51,590000,3,29187300
8585,2025-09-16,P011,D035,-4,1350000,5,55147500
8586,2026-01-13,P019,D003,16,950000,0,15200000
8587,2026-08-10,P012,D003,16,820000,0,13120000
8588,2026-02-13,P005,D012,24,480000,3,11174400
8589,2026-02-02,P018,D033,76,590000,6,42149600
8590,2026-01-22,P008,D033,57,720000,5,38988000
8591,2025-12-25,P015,D033,16,2100000,3,32592000
8592,2026-05-02,P007,D005,61,580000,4,33964800
8593,2026-02-15,P011,D035,27,1350000,3,35356500
8594,2026-05-12,P005,D019,33,480000,0,15840000
8595,2026-01-18,P002,D005,28,1050000,0,29400000
8596,2026-02-16,P013,D032,65,520000,3,32786000
8597,2026-04-10,P019,D013,17,950000,0,16150000
8598,2025-12-08,P014,D003,48,650000,5,29640000
8599,2026-08-08,P007,D029,38,580000,0,22040000
8600,2025-12-30,P003,D014,69,580000,3,38819400
8601,2025-09-15,P006,D013,46,850000,4,37536000
8602,2026-05-11,P011,D011,81,1350000,6,102789000
8603,2026-02-02,P009,D024,16,610000,3,9467200
8604,2025-12-10,P005,D004,12,480000,2,5644800
8605,2025-10-27,P005,D017,69,480000,4,31795200
8606,2026-05-27,P016,D004,11,1250000,2,13475000
8607,2026-07-02,P008,D004,66,720000,3,46094400
8608,2026-03-12,P011,D006,11,1350000,0,14850000
8609,2026-08-20,P008,D028,80,720000,8,52992000
8610,2026-05-12,P008,D015,15,720000,3,10476000
8611,2025-12-03,P013,D013,7,520000,3,3530800
8612,2025-08-25,P016,D006,59,1250000,6,69325000
8613,2026-06-18,P013,D029,85,520000,5,41990000
8614,2026-06-14,P003,D033,64,580000,4,35635200
8615,2026-08-13,P005,D004,23,480000,0,11040000
8615,2026-08-13,P005,D004,23,480000,0,11040000
8617,2025-12-05,P012,D004,32,820000,3,25452800
8618,2026-03-19,P003,D019,5,580000,3,2813000
8619,2025-09-12,P009,D001,34,610000,2,20325200
8620,2026-02-16,P009,D004,7,610000,3,4141900
8621,2025-09-01,P008,D015,46,720000,75,31464000
8622,2025-10-02,P007,D035,37,580000,0,21460000
8623,2025-12-19,P013,D028,48,520000,6,23462400
8624,2025-11-08,P011,D031,18,1350000,0,24300000
8625,2025-12-07,P016,D004,10,1250000,0,12500000
8626,2025-12-19,P012,D028,8,820000,2,6428800
8627,2025-08-25,P006,D017,61,850000,4,49776000
8628,2026-08-21,P005,D004,30,480000,0,14400000
8629,2025-12-05,P015,D005,61,2100000,5,121695000
8630,2026-02-09, P005 ,D024,51,480000,6,23011200
8631,2026-03-24,P013,D005,58,520000,4,28953600
8632,2026-07-25,P016,D008,27,1250000,3,32737500
8633,2025-12-19,P014,D017,8,650000,2,5096000
8634,2025-09-03,P003,D033,63,580000,6,34347600
8635,2026-01-04,P017,D018,75,720000,6,50760000
8636,2026-03-07,P017,D007,7,720000,0,5040000
8637,2026-03-25,P004,D015,53,1450000,6,72239000
8638,2026-02-24,P011,D016,73,1350000,4,94608000
8639,2026-01-18,P018,D016,15,590000,3,8584500
8640,2026-07-24,P001,D003,40,1850000,3,71780000
8641,2025-09-25,P018,D035,5,590000,0,2950000
8642,2026-01-08,P005,D012,69,480000,5,31464000
8643,2026-01-17,P006,D003,58,850000,6,46342000
8644,2026-01-14,P003,D036,28,580000,0,16240000
8645,2026-08-11,P008,D025,33,720000,2,23284800
8646,2026-04-24,P009,D007,66,610000,4,38649600
8647,2025-12-23,P019,D027,6,950000,2,5586000
8648,2026-05-14,P012,D026,65,820000,4,51168000
8649,2025-12-05,P020,D014,42,620000,4,24998400
8650,2025-12-18,P008,D034,80,720000,6,54144000
8651,2026-03-18,P015,D027,99,2100000,8,191268000
8652,2025-10-20,P008,D005,10,720000,2,7056000
8653,2026-03-22,P003,D030,51,580000,5,28101000
8654,2025-12-08,P018,D019,22,590000,0,12980000
8655,2025-10-30,P007,D019,58,580000,6,31621600
8656,2025-11-09,P017,D010,55,720000,3,38412000
8657,2025-10-13,P013,D030,83,520000,6,40570400
8658,2026-06-26,P007,D030,57,580000,6,31076400
8659,2026-08-15,P020,D009,82,620000,6,47789600
8660,2026-02-13,P008,D002,45,720000,6,30456000
8661,2026-08-15,P010,D029,15,790000,3,11494500
8662,2026-03-03,P018,D021,70,590000,3,40061000
8663,2025-09-15,P020,D012,64,620000,6,37299200
8664,2025-11-05,P003,D007,8,580000,0,4640000
8665,2026-07-29,P008,D029,37,720000,0,26640000
8666,2026-06-11,P003,D029,62,580000,3,34881200
8667,2026-06-18,P009,D033,30,610000,3,17751000
8668,2026-01-01,P019,D005,12,950000,2,11172000
8669,2025-11-28,P018,D028,35,590000,0,20650000
8670,2026-06-07,P008,D013,40,720000,3,27936000
8671,2026-01-31,P012,D016,53,820000,6,40852400
8672,2026-04-10,P002,D015,22,1050000,0,23100000
8673,2025-09-21,P009,D023,72,610000,3,42602400
8674,2026-08-15,P019,D021,31,950000,2,28861000
8675,2026-04-11,P010,D027,5,790000,2,3871000
8676,2026-02-20,P008,D018,88,720000,6,59558400
8677,2026-08-12,P016,D031,78,1250000,3,94575000
8678,2026-02-26,P012,D001,65,820000,5,50635000
8679,2025-12-01,P003,D015,30,580000,0,17400000
8680,2026-06-20,P013,D019,36,520000,0,18720000
8681,2026-08-14,P013,D009,40,520000,3,20176000
8682,2026-07-01,P003,D013,53,580000,3,29817800
8683,2026-01-21,P003,D029,70,580000,6,38164000
8684,2025-09-15,P005,D031,35,480000,0,16800000
8685,2026-06-06,P002,D016,67,1050000,5,66832500
8686,2025-11-11,P017,D013,23,720000,3,16063200
8687,2026-02-26,P017,D012,28,720000,0,20160000
8688,2026-01-10,P003,D020,19,580000,0,11020000
8689,2026-05-28,P017,D005,39,720000,3,27237600
8690,2026-06-18,P013,D029,61,520000,6,29816800
8691,2025-08-30,P002,D014,14,1050000,3,14259000
8692,2026-07-16,P005,D015,18,480000,3,8380800
8693,2026-01-02,P012,D005,72,820000,5,56088000
8694,2026-06-27,P002,D026,78,1050000,4,78624000
8695,2025-12-13,P013,D014,69,520000,3,34803600
8696,2026-07-05,P018,D003,6,590000,0,3540000
8697,2025-08-28,P003,D032,28,580000,3,15752800
8698,2026-02-09,P017,D036,61,720000,4,42163200
8699,2026-04-04,P016,D029,8,1250000,2,9800000
8700,2026-02-07,P020,D004,48,620000,6,27974400
8701,2026-02-19,P008,D033,18,720000,0,12960000
8702,2026-02-21,P007,D006,33,580000,0,19140000
8703,2026-06-09,P001,D012,31,1850000,0,57350000
8704,2026-05-26,P004,D010,16,1450000,2,22736000
8705,2025-11-13,P007,D018,70,580000,3,39382000
8706,2025-11-22,P007,D022,29,580000,0,16820000
8707,2025-11-23,P005,D002,45,480000,3,20952000
8708,2026-04-26,P999,D031,68,480000,4,31334400
8709,2026-07-30,P010,D020,48,790000,3,36782400
