sale_id,date,product_id,distribution_id,quantity,unit_price_rial,discount_percent,total_price_rial,is_consistent
7537,1404-12-16,P006,D012,110,850000,6,87890000,True
7538,1405-04-20,P008,D001,83,720000,8,54979200,True
7539,1405-01-29,P017,D002,50,720000,4,34560000,True
7540,1404-09-14,P009,D034,51,610000,6,29243400,True
7541,1404-09-12,P006,D035,89,850000,5,71867500,True
7542,1405-04-19,P012,D033,42,820000,4,33062400,True
7543,1405-05-05,P013,D020,16,520000,0,8320000,True
7544,1405-03-29,P005,D028,46,480000,6,20755200,True
7545,1404-11-04,P011,D010,37,1350000,2,48951000,True
7546,1405-04-22,P020,D016,88,620000,6,51286400,True
7547,1405-04-29,P005,D025,10,480000,3,4656000,True
7548,1404-10-14,P017,D015,15,720000,3,10476000,True
7549,1404-10-24,P011,D022,86,1350000,7,107973000,True
7550,1404-11-23,P003,D005,44,580000,4,24499200,True
7551,1405-01-29,P017,D031,67,720000,5,45828000,True
7552,1404-12-09,P018,D032,95,590000,5,53247500,True
7553,1405-01-02,P007,D001,37,580000,2,21030800,True
7554,1404-12-12,P014,D026,14,650000,2,8918000,True
7555,1404-11-12,P007,D035,68,580000,3,38256800,True
7556,1405-01-19,P019,D018,25,950000,3,23037500,True
7557,1404-10-12,P013,D002,67,520000,5,33098000,True
7558,1404-08-20,P007,D026,61,580000,3,34318600,True
7559,1404-07-12,P020,D008,50,620000,3,30070000,True
7560,1405-05-26,P010,D025,41,790000,4,31094400,True
7561,1404-07-06,P020,D027,7,620000,0,4340000,True
7562,1405-03-30,P002,D019,41,1050000,4,41328000,True
7563,1405-04-27,P005,D017,76,480000,5,34656000,True
7564,1404-11-23,P011,D016,9,1350000,0,12150000,True
7565,1405-03-01,P003,D015,64,580000,4,35635200,True
7566,1405-02-30,P002,D020,46,1050000,6,45402000,True
7567,1405-02-22,P003,D030,23,580000,0,13340000,True
7568,1405-03-11,P016,D019,66,1250000,6,77550000,True
7569,1405-02-13,P006,D010,38,850000,3,31331000,True
7570,1405-01-20,P016,D011,32,1250000,3,38800000,True
7571,1404-07-12,P017,D017,71,720000,6,48052800,True
7572,1405-01-02,P005,D024,55,480000,4,25344000,True
7573,1404-08-11,P009,D006,17,610000,0,10370000,True
7574,1405-04-01,P009,D022,73,610000,5,42303500,True
7575,1405-02-06,P006,D034,74,850000,4,60384000,True
7576,1404-10-26,P005,D021,8,480000,3,3724800,True
7577,1404-11-16,P016,D026,79,1250000,5,93812500,True
7578,1404-07-26,P017,D029,90,720000,7,60264000,True
7579,1404-11-19,P015,D021,69,2100000,6,136206000,True
7580,1404-12-24,P017,D007,81,720000,5,55404000,True
7581,1405-04-14,P014,D021,10,650000,0,6500000,True
7582,1405-03-25,P010,D021,38,790000,0,30020000,True
7583,1405-04-19,P003,D015,22,580000,0,12760000,True
7584,1404-07-01,P007,D026,52,580000,5,28652000,True
7585,1405-04-17,P019,D032,31,950000,2,28861000,True
7586,1404-06-10,P007,D027,68,580000,3,38256800,True
7587,1405-03-02,P018,D010,35,590000,0,20650000,True
7588,1404-08-24,P017,D017,20,720000,2,14112000,True
7589,1404-08-12,P010,D029,36,790000,0,28440000,True
7590,1405-01-30,P013,D032,10,520000,3,5044000,True
7591,1405-01-06,P009,D020,42,610000,3,24851400,True
7592,1404-08-06,P005,D004,49,480000,3,22814400,True
7593,1404-10-03,P001,D006,63,1850000,3,113053500,True
7594,1404-08-29,P017,D017,7,720000,0,5040000,True
7595,1405-01-11,P009,D006,33,610000,2,19727400,True
7596,1404-10-16,P009,D007,5,610000,0,3050000,True
7597,1405-01-29,P017,D025,59,720000,6,39931200,True
7598,1405-04-05,P001,D024,60,1850000,4,106560000,True
7599,1404-11-01,P001,D014,15,1850000,0,27750000,True
7600,1404-12-05,P005,D009,27,480000,0,12960000,True
7601,1404-06-30,P004,D032,28,1450000,0,40600000,True
7602,1404-08-21,P012,D034,86,820000,5,66994000,True
7603,1404-09-16,P005,D002,21,480000,0,10080000,True
7604,1404-10-25,P003,D004,86,580000,5,47386000,True
7605,1404-06-02,P013,D011,31,520000,0,16120000,True
7606,1405-03-19,P019,D023,21,950000,2,19551000,True
7607,1405-02-09,P004,D017,74,1450000,4,103008000,True
7608,1404-06-09,P003,D027,17,580000,0,9860000,True
7609,1405-02-26,P017,D036,13,720000,0,9360000,True
7610,1405-05-10,P020,D033,93,620000,8,53047200,True
7611,1404-09-08,P008,D024,9,720000,0,6480000,True
7612,1405-01-17,P015,D028,22,2100000,0,46200000,True
7613,1405-01-08,P004,D027,22,1450000,2,31262000,True
7614,1404-10-20,P009,D023,17,610000,0,10370000,True
7615,1405-04-24,P004,D035,48,1450000,3,67512000,True
7616,1404-08-25,P008,D005,33,720000,2,23284800,True
7617,1405-03-10,P012,D017,31,820000,3,24657400,True
7618,1405-05-19,P017,D021,14,720000,0,10080000,True
7619,1405-03-27,P004,D011,39,1450000,0,56550000,True
7620,1404-11-08,P008,D024,40,720000,6,27072000,True
7621,1405-03-01,P004,D020,79,1450000,6,107677000,True
7622,1404-06-06,P007,D022,29,580000,2,16483600,True
7623,1405-04-26,P020,D027,47,620000,3,28265800,True
7624,1405-04-05,P004,D015,80,1450000,6,109040000,True
7625,1404-09-11,P020,D020,33,620000,3,19846200,True
7626,1405-01-04,P011,D008,10,1350000,0,13500000,True
7627,1404-12-04,P014,D014,39,650000,0,25350000,True
7628,1404-09-06,P003,D013,57,580000,3,32068200,True
7629,1404-12-27,P010,D009,46,790000,5,34523000,True
7630,1405-03-02,P020,D011,87,620000,5,51243000,True
7631,1404-12-29,P006,D034,22,850000,0,18700000,True
7632,1405-04-02,P017,D021,43,720000,5,29412000,True
7633,1405-04-30,P005,D006,80,480000,8,35328000,True
7634,1405-05-29,P007,D035,49,580000,5,26999000,True
7635,1405-01-10,P007,D001,45,580000,6,24534000,True
7636,1405-02-17,P003,D020,30,580000,0,17400000,True
7637,1405-06-01,P020,D021,23,620000,0,14260000,True
7638,1405-04-16,P010,D011,22,790000,0,17380000,True
7639,1404-11-10,P018,D033,60,590000,6,33276000,True
7640,1405-04-14,P001,D011,31,1850000,0,57350000,True
7641,1404-06-31,P008,D017,57,720000,6,38577600,True
7642,1404-12-22,P018,D015,59,590000,4,33417600,True
7643,1405-02-10,P005,D023,24,480000,3,11174400,True
7644,1404-09-08,P003,D030,58,580000,6,31621600,True
7645,1405-03-02,P018,D001,31,590000,3,17741300,True
7646,1404-07-13,P003,D021,56,580000,4,31180800,True
7647,1405-01-10,P020,D022,53,620000,5,31217000,True
7648,1404-08-15,P012,D033,14,820000,0,11480000,True
7649,1405-06-01,P012,D017,47,820000,4,36998400,True
7650,1405-02-14,P009,D005,77,610000,6,44151800,True
7651,1404-10-22,P014,D011,47,650000,3,29633500,True
7652,1404-11-08,P016,D014,51,1250000,3,61837500,True
7653,1405-01-16,P008,D012,42,720000,6,28425600,True
7654,1404-06-04,P011,D031,62,1350000,3,81189000,True
7655,1404-08-16,P008,D024,46,720000,6,31132800,True
7656,1404-08-07,P010,D035,21,790000,3,16092300,True
7657,1405-02-31,P007,D017,13,580000,0,7540000,True
7658,1405-05-07,P018,D018,27,590000,3,15452100,True
7659,1404-10-18,P009,D010,66,610000,6,37844400,True
7660,1405-01-16,P009,D006,60,610000,4,35136000,True
7661,1405-03-27,P006,D026,44,850000,5,35530000,True
7662,1405-01-01,P003,D020,23,580000,0,13340000,True
7663,1404-06-11,P012,D034,58,820000,4,45657600,True
7664,1404-08-16,P013,D036,37,520000,2,18855200,True
7665,1404-10-26,P009,D013,41,610000,3,24259700,True
7666,1404-12-12,P007,D008,73,580000,4,40646400,True
7667,1404-09-25,P013,D014,67,520000,4,33446400,True
7668,1404-06-06,P011,D016,46,1350000,3,60237000,True
7669,1405-05-08,P003,D010,54,580000,3,30380400,True
7670,1404-08-15,P001,D011,58,1850000,3,104081000,True
7671,1405-01-16,P016,D001,72,1250000,3,87300000,True
7672,1404-09-27,P013,D036,87,520000,7,42073200,True
7673,1404-12-11,P020,D031,33,620000,3,19846200,True
7674,1404-06-26,P005,D028,59,480000,5,26904000,True
7675,1405-03-04,P017,D013,86,720000,5,58824000,True
7676,1404-10-07,P016,D008,13,1250000,2,15925000,True
7677,1404-07-20,P003,D013,55,580000,5,30305000,True
7678,1404-10-16,P013,D016,11,520000,0,5720000,True
7679,1404-11-02,P017,D016,15,720000,0,10800000,True
7680,1405-05-30,P012,D020,40,820000,5,31160000,True
7681,1404-11-15,P016,D003,16,1250000,0,20000000,True
7682,1404-09-11,P003,D006,26,580000,0,15080000,True
7683,1404-07-16,P006,D009,70,850000,3,57715000,True
7684,1405-04-22,P007,D005,15,580000,0,8700000,True
7685,1404-10-21,P005,D028,63,480000,5,28728000,True
7686,1404-10-17,P007,D032,37,580000,0,21460000,True
7687,1404-11-23,P013,D018,7,520000,3,3530800,True
7688,1404-06-17,P012,D010,49,820000,4,38572800,True
7689,1404-09-14,P020,D034,51,620000,5,30039000,True
7690,1405-04-18,P013,D009,8,520000,0,4160000,True
7691,1405-03-02,P014,D025,29,650000,0,18850000,True
7692,1405-03-02,P014,D025,29,650000,0,18850000,True
7693,1404-11-02,P020,D002,34,620000,0,21080000,True
7694,1404-12-05,P013,D027,51,520000,5,25194000,True
7695,1405-03-25,P019,D024,80,950000,6,71440000,True
7696,1404-06-29,P003,D009,51,580000,6,27805200,True
7697,1404-08-27,P020,D036,63,620000,6,36716400,True
7698,1404-11-08,P016,D023,12,1250000,0,15000000,True
7699,1404-11-23,P006,D017,68,850000,5,54910000,True
7700,1404-08-27,P013,D019,26,520000,2,13249600,True
7701,1404-09-09,P016,D013,24,1250000,3,29100000,True
7702,1405-01-16,P005,D010,83,480000,8,36652800,True
7703,1405-04-05,P012,D027,68,820000,3,54087200,True
7704,1404-12-09,P017,D033,8,720000,0,5760000,True
7705,1405-06-01,P005,D022,51,480000,6,23011200,True
7706,1405-03-14,P020,D026,30,620000,0,18600000,True
7707,1405-01-04,P009,D011,76,610000,5,44042000,True
7708,1405-01-17,P014,D028,6,650000,3,3783000,True
7709,1404-08-27,P009,D003,47,610000,6,26949800,True
7710,1405-01-26,P017,D013,42,720000,4,29030400,True
7711,1404-10-17,P005,D004,75,480000,5,34200000,True
7712,1404-12-23,P003,D008,16,580000,3,9001600,True
7713,1405-03-07,P009,D010,62,610000,3,36685400,True
7714,1404-10-22,P016,D004,74,1250000,5,87875000,True
7715,1405-05-19,P017,D002,69,720000,6,46699200,True
7716,1405-04-28,P017,D034,11,720000,3,7682400,True
7717,1404-12-15,P009,D013,100,610000,6,57340000,True
7718,1404-11-07,P017,D006,18,720000,0,12960000,True
7719,1404-09-13,P012,D032,78,820000,5,60762000,True
7720,1405-04-26,P014,D025,13,650000,0,8450000,True
7721,1405-02-10,P010,D006,64,790000,4,48537600,True
7722,1405-05-01,P010,D022,6,790000,0,4740000,True
7723,1404-09-13,P015,D034,26,2100000,3,52962000,True
7724,1405-05-04,P020,D026,18,620000,3,10825200,True
7725,1405-05-02,P013,D036,11,520000,2,5605600,True
7726,1405-02-03,P020,D031,59,620000,4,35116800,True
7727,1404-12-10,P012,D024,69,820000,3,54882600,True
7728,1404-07-05,P016,D006,32,1250000,2,39200000,True
7729,1404-06-15,P004,D030,65,1450000,6,88595000,True
7730,1404-09-15,P013,D011,78,520000,5,38532000,True
7731,1404-07-30,P001,D014,34,1850000,3,61013000,True
7732,1404-10-24,P010,D017,34,790000,0,26860000,True
7733,1404-09-26,P007,D028,24,580000,0,13920000,True
7734,1405-02-30,P005,D029,63,480000,3,29332800,True
7735,1405-01-04,P007,D021,11,580000,2,6252400,True
7736,1404-07-23,P010,D021,69,790000,6,51239400,True
7737,1405-05-28,P011,D010,46,1350000,4,59616000,True
7738,1404-12-21,P009,D001,71,610000,6,40711400,True
7739,1404-06-12,P003,D006,46,580000,4,25612800,True
7740,1405-04-28,P003,D005,22,580000,2,12504800,True
7741,1404-08-22,P009,D022,28,610000,3,16567600,True
7742,1404-11-05,P008,D015,50,720000,4,34560000,True
7743,1404-11-12,P002,D030,92,1050000,7,89838000,True
7744,1405-05-22,P018,D035,39,590000,0,23010000,True
7745,1405-05-26,P017,D010,39,720000,3,27237600,True
7746,1405-01-24,P003,D032,76,580000,6,41435200,True
7747,1405-01-11,P014,D018,66,650000,5,40755000,True
7748,1405-05-01,P011,D020,23,1350000,0,31050000,True
7749,1404-08-28,P005,D003,63,480000,3,29332800,True
7750,1404-10-08,P009,D007,16,610000,0,9760000,True
7751,1404-09-06,P010,D029,45,790000,6,33417000,True
7752,1404-12-07,P017,D002,71,720000,6,48052800,True
7753,1405-05-30,P018,D011,29,590000,3,16596700,True
7754,1405-01-18,P005,D035,27,480000,0,12960000,True
7755,1405-04-27,P003,D010,6,580000,3,3375600,True
7756,1405-02-08,P016,D033,22,1250000,3,26675000,True
7757,1404-12-28,P018,D002,16,590000,0,9440000,True
7758,1405-04-15,P006,D018,41,850000,6,32759000,True
7759,1405-06-01,P020,D020,30,620000,2,18228000,True
7760,1404-08-12,P012,D013,69,820000,6,53185200,True
7761,1405-04-29,P016,D034,69,1250000,3,83662500,True
7762,1405-01-07,P010,D008,79,790000,4,59913600,True
7763,1405-03-06,P012,D028,32,820000,2,25715200,True
7764,1404-09-24,P017,D018,49,720000,5,33516000,True
7765,1404-06-11,P019,D018,48,950000,3,44232000,True
7766,1405-05-03,P009,D002,76,610000,5,44042000,True
7767,1404-12-27,P020,D004,66,620000,6,38464800,True
7768,1404-12-07,P009,D027,45,610000,5,26077500,True
7769,1405-03-02,P007,D011,63,580000,4,35078400,True
7770,1404-11-17,P005,D033,72,480000,4,33177600,True
7771,1404-09-06,P006,D027,18,850000,2,14994000,True
7772,1405-05-08,P007,D033,75,580000,3,42195000,True
7773,1404-06-24,P003,D013,81,580000,5,44631000,True
7774,1404-07-20,P010,D034,60,790000,6,44556000,True
7775,1404-06-10,P009,D003,71,610000,6,40711400,True
7776,1404-12-19,P004,D033,70,1450000,3,98455000,True
7777,1404-06-04,P015,D022,42,2100000,5,83790000,True
7778,1405-02-02,P017,D036,51,720000,5,34884000,True
7779,1405-03-14,P007,D001,12,580000,0,6960000,True
7780,1404-11-20,P001,D001,61,1850000,3,109464500,True
7781,1404-11-28,P003,D023,38,580000,0,22040000,True
7782,1404-11-20,P020,D021,77,620000,6,44875600,True
7783,1404-10-15,P005,D026,49,480000,3,22814400,True
7784,1404-11-05,P005,D024,75,480000,6,33840000,True
7785,1405-04-06,P017,D002,60,720000,6,40608000,True
7786,1404-12-18,P004,D032,68,1450000,3,95642000,True
7787,1404-12-28,P020,D030,35,620000,2,21266000,True
7788,1405-03-31,P017,D024,55,720000,3,38412000,True
7789,1405-02-30,P005,D027,28,480000,3,13036800,True
7790,1404-09-19,P005,D016,28,480000,3,13036800,True
7791,1405-03-13,P012,D003,8,820000,0,6560000,True
7792,1405-01-02,P005,D025,26,480000,0,12480000,True
7793,1405-04-01,P016,D003,16,1250000,3,19400000,True
7794,1404-09-28,P017,D029,76,720000,4,52531200,True
7795,1404-10-08,P011,D036,71,1350000,5,91057500,True
7796,1405-02-10,P005,D016,9,480000,0,4320000,True
7797,1405-04-22,P019,D001,41,950000,3,37781500,True
7798,1405-05-08,P003,D004,42,580000,6,22898400,True
7799,1404-10-10,P004,D003,10,1450000,2,14210000,True
7800,1404-08-07,P018,D026,9,590000,0,5310000,True
7801,1405-01-07,P015,D019,75,2100000,3,152775000,True
7802,1405-05-22,P003,D034,50,580000,3,28130000,True
7803,1404-08-02,P005,D003,13,480000,3,6052800,True
7804,1405-03-12,P019,D019,48,950000,3,44232000,True
7805,1404-12-28,P006,D023,20,850000,3,16490000,True
7806,1405-04-30,P020,D002,50,620000,6,29140000,True
7807,1405-02-15,P010,D029,39,790000,2,30193800,True
7808,1404-12-19,P017,D027,42,720000,4,29030400,True
7809,1404-11-22,P018,D027,44,590000,3,25181200,True
7810,1404-10-11,P016,D034,38,1250000,0,47500000,True
7811,1405-04-24,P012,D016,50,820000,3,39770000,True
7812,1405-05-27,P019,D019,45,950000,5,40612500,True
7813,1404-10-10,P010,D001,62,790000,6,46041200,True
7814,1405-04-30,P020,D003,50,620000,4,29760000,True
7815,1405-03-12,P002,D008,48,1050000,4,48384000,True
7816,1405-04-11,P003,D035,80,580000,8,42688000,True
7817,1405-04-23,P019,D001,72,950000,6,64296000,True
7818,1404-10-02,P003,D035,20,580000,0,11600000,True
7819,1405-03-06,P006,D022,56,850000,4,45696000,True
7820,1405-01-02,P008,D026,17,720000,0,12240000,True
7821,1404-08-11,P019,D024,15,950000,0,14250000,True
7822,1404-12-24,P017,D017,66,720000,4,45619200,True
7823,1404-10-17,P013,D024,20,520000,0,10400000,True
7824,1404-07-01,P003,D035,59,580000,6,32166800,True
7825,1405-01-29,P017,D019,77,720000,3,53776800,True
7826,1404-12-24,P019,D017,47,950000,3,43310500,True
7827,1405-01-06,P001,D007,48,1850000,5,84360000,True
7828,1404-11-01,P008,D013,5,720000,0,3600000,True
7829,1405-03-25,P016,D032,75,1250000,4,90000000,True
7830,1404-11-19,P012,D024,40,820000,4,31488000,True
7831,1405-06-01,P017,D025,22,720000,0,15840000,True
7832,1405-05-12,P012,D009,74,820000,4,58252800,True
7833,1405-03-24,P005,D025,29,480000,3,13502400,True
7834,1404-09-15,P002,D027,41,1050000,4,41328000,True
7835,1405-03-13,P020,D027,35,620000,2,21266000,True
7836,1405-04-31,P008,D018,50,720000,3,34920000,True
7837,1404-06-05,P006,D033,22,850000,0,18700000,True
7838,1404-07-01,P002,D029,20,1050000,3,20370000,True
7839,1405-05-09,P005,D034,62,480000,6,27974400,True
7840,1404-09-27,P009,D019,53,610000,3,31360100,True
7841,1404-11-11,P012,D013,77,820000,5,59983000,True
7842,1404-12-28,P005,D008,59,480000,3,27470400,True
7843,1405-03-23,P011,D009,67,1350000,4,86832000,True
7844,1405-02-11,P009,D018,68,610000,3,40235600,True
7845,1404-12-10,P011,D009,76,1350000,6,96444000,True
7846,1404-06-27,P014,D035,56,650000,5,34580000,True
7847,1404-12-14,P012,D029,60,820000,6,46248000,True
7848,1404-09-09,P003,D008,37,580000,0,21460000,True
7849,1405-04-21,P011,D031,70,1350000,6,88830000,True
7850,1404-11-16,P010,D014,38,790000,0,30020000,True
7851,1405-03-31,P011,D028,26,1350000,0,35100000,True
7852,1404-12-18,P014,D011,60,650000,6,36660000,True
7853,1405-03-25,P012,D017,23,820000,3,18294200,True
7854,1404-11-01,P020,D008,78,620000,6,45458400,True
7855,1404-06-18,P005,D023,58,480000,3,27004800,True
7856,1405-05-02,P019,D004,21,950000,0,19950000,True
7857,1405-04-14,P003,D020,66,580000,6,35983200,True
7858,1404-10-13,P009,D002,32,610000,0,19520000,True
7859,1405-01-23,P005,D021,51,480000,6,23011200,True
7860,1404-12-02,P003,D026,66,580000,6,35983200,True
7861,1404-11-09,P018,D013,21,590000,0,12390000,True
7862,1405-02-12,P013,D036,81,520000,5,40014000,True
7863,1404-08-03,P017,D017,61,720000,3,42602400,True
7864,1404-12-02,P020,D024,28,620000,0,17360000,True
7865,1404-08-11,P009,D022,42,610000,4,24595200,True
7866,1404-11-07,P010,D007,37,790000,2,28645400,True
7867,1405-05-15,P008,D034,67,720000,6,45345600,True
7868,1405-02-09,P002,D027,76,1050000,6,75012000,True
7869,1404-07-04,P020,D031,39,620000,0,24180000,True
7870,1404-12-26,P005,D010,10,480000,2,4704000,True
7871,1405-05-21,P019,D010,59,950000,3,54368500,True
7872,1404-11-12,P020,D021,82,620000,6,47789600,True
7873,1404-09-11,P006,D018,62,850000,5,50065000,True
7874,1404-08-14,P019,D020,79,950000,5,71297500,True
7875,1405-01-06,P003,D011,17,580000,2,9662800,True
7876,1404-12-06,P006,D025,26,850000,0,22100000,True
7877,1405-04-04,P015,D002,9,2100000,0,18900000,True
7878,1404-12-14,P006,D003,83,850000,8,64906000,True
7879,1404-08-03,P012,D005,52,820000,3,41360800,True
7880,1404-10-08,P008,D036,7,720000,0,5040000,True
7881,1405-03-28,P003,D003,49,580000,4,27283200,True
7882,1404-10-02,P011,D006,56,1350000,5,71820000,True
7883,1404-08-29,P020,D022,21,620000,0,13020000,True
7884,1405-01-01,P018,D019,18,590000,3,10301400,True
7885,1404-09-14,P013,D029,33,520000,0,17160000,True
7886,1404-12-13,P015,D007,39,2100000,0,81900000,True
7887,1404-09-29,P010,D011,23,790000,0,18170000,True
7888,1404-07-29,P009,D006,33,610000,0,20130000,True
7889,1404-07-29,P008,D034,29,720000,3,20253600,True
7890,1404-10-03,P003,D034,48,580000,5,26448000,True
7891,1405-02-03,P003,D001,75,580000,3,42195000,True
7892,1405-02-21,P012,D006,26,820000,0,21320000,True
7893,1405-01-03,P020,D022,45,620000,4,26784000,True
7894,1404-07-26,P016,D018,35,1250000,0,43750000,True
7895,1405-03-28,P013,D015,70,520000,5,34580000,True
7896,1405-05-10,P007,D022,43,580000,6,23443600,True
7897,1405-05-03,P010,D007,38,790000,0,30020000,True
7898,1404-08-16,P014,D025,32,650000,0,20800000,True
7899,1405-05-21,P005,D004,48,480000,6,21657600,True
7900,1404-09-04,P019,D023,70,950000,3,64505000,True
7901,1404-10-12,P003,D004,15,580000,0,8700000,True
7902,1405-03-16,P005,D007,46,480000,5,20976000,True
7903,1405-03-06,P007,D002,32,580000,0,18560000,True
7904,1404-11-12,P017,D034,18,720000,3,12571200,True
7905,1404-08-25,P017,D031,52,720000,6,35193600,True
7906,1404-12-14,P013,D021,54,520000,6,26395200,True
7907,1404-06-08,P013,D011,69,520000,6,33727200,True
7908,1404-09-27,P009,D021,81,610000,5,46939500,True
7909,1404-07-03,P002,D019,82,1050000,6,80934000,True
7910,1404-09-29,P017,D034,55,720000,6,37224000,True
7911,1405-01-06,P017,D007,21,720000,0,15120000,True
7912,1405-02-23,P016,D031,28,1250000,3,33950000,True
7913,1405-04-31,P020,D004,73,620000,3,43902200,True
7914,1405-05-25,P007,D014,42,580000,4,23385600,True
7915,1404-08-12,P009,D034,65,610000,3,38460500,True
7916,1404-06-21,P001,D001,24,1850000,0,44400000,True
7917,1405-03-30,P010,D012,25,790000,2,19355000,True
7918,1405-01-12,P006,D030,44,850000,4,35904000,True
7919,1404-07-08,P005,D012,45,480000,4,20736000,True
7920,1404-08-29,P009,D028,7,610000,3,4141900,True
7921,1404-07-26,P020,D023,28,620000,0,17360000,True
7922,1405-04-06,P017,D004,43,720000,6,29102400,True
7923,1405-05-22,P018,D030,50,590000,5,28025000,True
7924,1405-05-10,P013,D021,62,520000,6,30305600,True
7925,1405-02-03,P006,D002,39,850000,2,32487000,True
7926,1404-07-22,P019,D027,32,950000,3,29488000,True
7927,1405-03-11,P005,D001,49,480000,4,22579200,True
7928,1405-05-24,P009,D002,44,610000,5,25498000,True
7929,1404-12-07,P003,D029,47,580000,4,26169600,True
7930,1405-05-29,P001,D015,61,1850000,6,106079000,True
7931,1404-08-24,P002,D017,26,1050000,3,26481000,True
7932,1404-10-18,P006,D008,17,850000,0,14450000,True
7933,1405-03-16,P013,D001,77,520000,4,38438400,True
7934,1404-08-05,P014,D009,43,650000,5,26552500,True
7935,1405-05-26,P004,D030,20,1450000,0,29000000,True
7936,1404-07-16,P013,D006,7,520000,2,3567200,True
7937,1405-03-03,P009,D028,16,610000,0,9760000,True
7938,1404-11-28,P006,D002,47,850000,4,38352000,True
7939,1405-02-13,P012,D004,57,820000,3,45337800,True
7940,1405-03-07,P005,D024,84,480000,7,37497600,True
7941,1404-07-12,P013,D032,62,520000,6,30305600,True
7942,1405-05-03,P020,D025,65,620000,6,37882000,True
7943,1404-12-21,P019,D025,14,950000,3,12901000,True
7944,1405-04-04,P009,D023,42,610000,5,24339000,True
7945,1405-02-19,P017,D009,46,720000,4,31795200,True
7946,1404-06-17,P003,D014,42,580000,4,23385600,True
7947,1405-05-22,P016,D009,21,1250000,0,26250000,True
7948,1405-05-13,P009,D035,49,610000,3,28993300,True
7949,1405-05-25,P017,D005,76,720000,3,53078400,True
7950,1405-03-23,P002,D002,8,1050000,3,8148000,True
7951,1404-11-20,P017,D023,24,720000,0,17280000,True
7952,1404-08-08,P010,D031,41,790000,6,30446600,True
7953,1405-04-02,P010,D002,31,790000,2,24000200,True
7954,1404-09-13,P011,D017,63,1350000,4,81648000,True
7955,1405-01-19,P017,D024,48,720000,3,33523200,True
7956,1404-07-20,P009,D010,66,610000,5,38247000,True
7957,1404-08-01,P013,D005,23,520000,3,11601200,True
7958,1405-03-19,P016,D020,34,1250000,0,42500000,True
7959,1405-03-22,P013,D025,62,520000,4,30950400,True
7960,1405-04-22,P017,D035,42,720000,4,29030400,True
7961,1404-06-04,P010,D005,8,790000,0,6320000,True
7962,1404-11-23,P018,D020,40,590000,6,22184000,True
7963,1404-11-10,P009,D010,46,610000,5,26657000,True
7964,1404-10-05,P016,D022,37,1250000,2,45325000,True
7965,1404-09-10,P015,D024,13,2100000,3,26481000,True
7966,1405-01-08,P012,D024,21,820000,2,16875600,True
7967,1404-11-14,P007,D023,46,580000,3,25879600,True
7968,1404-12-09,P020,D014,32,620000,0,19840000,True
7969,1405-02-17,P008,D033,72,720000,4,49766400,True
7970,1404-09-03,P005,D029,79,480000,4,36403200,True
7971,1404-08-07,P016,D010,46,1250000,5,54625000,True
7972,1404-12-27,P006,D029,32,850000,0,27200000,True
7973,1404-10-02,P019,D015,37,950000,3,34095500,True
7974,1405-02-10,P012,D016,9,820000,0,7380000,True
7975,1404-07-22,P009,D002,85,610000,7,48220500,True
7976,1405-04-31,P012,D003,65,820000,5,50635000,True
7977,1405-01-07,P017,D029,8,720000,0,5760000,True
7978,1405-04-05,P014,D023,62,650000,3,39091000,True
7979,1405-01-26,P014,D002,42,650000,5,25935000,True
7980,1404-11-11,P004,D021,13,1450000,3,18284500,True
7981,1405-03-17,P018,D023,24,590000,2,13876800,True
7982,1404-08-07,P005,D035,41,480000,6,18499200,True
7983,1404-12-09,P018,D035,20,590000,0,11800000,True
7984,1405-01-22,P006,D033,85,850000,6,67915000,True
7985,1405-05-07,P009,D022,55,610000,4,32208000,True
7986,1404-07-11,P005,D036,78,480000,5,35568000,True
7987,1404-06-27,P020,D023,30,620000,0,18600000,True
7988,1404-07-04,P005,D022,61,480000,4,28108800,True
7989,1405-01-14,P019,D004,71,950000,5,64077500,True
7990,1404-08-01,P005,D005,12,480000,0,5760000,True
7991,1404-06-31,P008,D018,85,720000,5,58140000,True
7992,1404-09-06,P013,D021,86,520000,6,42036800,True
7993,1404-06-31,P018,D001,8,590000,2,4625600,True
7994,1405-04-16,P007,D007,88,580000,5,48488000,True
7995,1405-05-06,P017,D021,82,720000,7,54907200,True
7996,1404-08-15,P001,D033,39,1850000,3,69985500,True
7997,1405-04-01,P005,D032,90,480000,5,41040000,True
7998,1404-12-12,P018,D029,82,590000,6,45477200,True
7999,1405-03-25,P003,D007,62,580000,6,33802400,True
8000,1404-12-14,P002,D009,23,1050000,3,23425500,True
8001,1405-04-20,P013,D002,69,520000,3,34803600,True
8002,1404-11-09,P018,D003,54,590000,4,30585600,True
8003,1404-09-15,P018,D029,61,590000,6,33830600,True
8004,1404-06-27,P004,D012,72,1450000,4,100224000,True
8005,1405-02-06,P014,D016,15,650000,0,9750000,True
8006,1405-04-20,P017,D024,22,720000,0,15840000,True
8007,1404-06-20,P002,D035,24,1050000,3,24444000,True
8008,1405-03-19,P012,D023,64,820000,3,50905600,True
8009,1404-12-13,P009,D004,6,610000,3,3550200,True
8010,1404-08-26,P012,D015,57,820000,3,45337800,True
8011,1405-01-07,P020,D006,7,620000,0,4340000,True
8012,1404-12-16,P017,D014,79,720000,4,54604800,True
8013,1405-01-25,P005,D013,69,480000,4,31795200,True
8014,1404-10-08,P014,D028,60,650000,3,37830000,True
